Mandala,Sukta,Rishis,Devatas,Categories,Verse,Meter,Verse_DEV,Verse_IAST,Word_Index,Word_DEV,Word_IAST,Syllable_Index,Syllable_DEV,Syllable_IAST,Syllable_Onset,Syllable_Nucleus,Syllable_Coda,Syllable_Weight,Syllable_Swaras,Syllable_IAST_Letters,Letter_Index,Letter_Value,Letter_HasSwara,Letter_SwaraType,Letter_PhonemeClass,Letter_VowelLength,Letter_IAST_Index,Letter_IAST_Value,Letter_IAST_PhonemeClass,Letter_IAST_VowelLength
10,125,"Vagambrhni Prajaptim","Vac Devi","Atmastuti",1,"Tristubh"," अहं रुद्रेभिर्वसुभिश्चरामि । अहमादित्यैरुत विश्वदेवैः । अहं मित्रावरुणोभा बिभर्मि । अहमिन्द्राग्नी अहमश्विनोभा ॥"," ahaṃ rudrebhir vasubhiś carāmi । aham ādityair uta viśvadevaiḥ । ahaṃ mitrāvaruṇobhā bibharmi । aham indrāgnī aham aśvinobhā ॥",1,"रुद्रेभिर्वसुभिश्चरामि","rudrebhirvasubhiścarāmiahamādityairutaviśvadevaiḥ",1,"ससभशच","dre","स","स","भशच","heavy","udatta","dre",1,"स",false,"udatta","Sibilant","None",1,"r","Liquid","None"
10,125,"Vagambrhni Prajaptim","Vac Devi","Atmastuti",1,"Tristubh"," अहं रुद्रेभिर्वसुभिश्चरामि । अहमादित्यैरुत विश्वदेवैः । अहं मित्रावरुणोभा बिभर्मि । अहमिन्द्राग्नी अहमश्विनोभा ॥"," ahaṃ rudrebhir vasubhiś carāmi । aham ādityair uta viśvadevaiḥ । ahaṃ mitrāvaruṇobhā bibharmi । aham indrāgnī aham aśvinobhā ॥",1,"रुद्रेभिर्वसुभिश्चरामि","rudrebhirvasubhiścarāmiahamādityairutaviśvadevaiḥ",1,"ससभशच","dre","स","स","भशच","heavy","udatta","dre",2,"भ",false,"udatta","Labial","None",2,"e","Vowel","Long"
10,125,"Vagambrhni Prajaptim","Vac Devi","Atmastuti",1,"Tristubh"," अहं रुद्रेभिर्वसुभिश्चरामि । अहमादित्यैरुत विश्वदेवैः । अहं मित्रावरुणोभा बिभर्मि । अहमिन्द्राग्नी अहमश्विनोभा ॥"," ahaṃ rudrebhir vasubhiś carāmi । aham ādityair uta viśvadevaiḥ । ahaṃ mitrāvaruṇobhā bibharmi । aham indrāgnī aham aśvinobhā ॥",1,"रुद्रेभिर्वसुभिश्चरामि","rudrebhirvasubhiścarāmiahamādityairutaviśvadevaiḥ",1,"ससभशच","dre","स","स","भशच","heavy","udatta","dre",3,"श",false,"udatta","Sibilant","None",,"","",""
10,125,"Vagambrhni Prajaptim","Vac Devi","Atmastuti",1,"Tristubh"," अहं रुद्रेभिर्वसुभिश्चरामि । अहमादित्यैरुत विश्वदेवैः । अहं मित्रावरुणोभा बिभर्मि । अहमिन्द्राग्नी अहमश्विनोभा ॥"," ahaṃ rudrebhir vasubhiś carāmi । aham ādityair uta viśvadevaiḥ । ahaṃ mitrāvaruṇobhā bibharmi । aham indrāgnī aham aśvinobhā ॥",1,"रुद्रेभिर्वसुभिश्चरामि","rudrebhirvasubhiścarāmiahamādityairutaviśvadevaiḥ",1,"ससभशच","dre","स","स","भशच","heavy","udatta","dre",4,"च",false,"udatta","Palatal","None",,"","",""
10,125,"Vagambrhni Prajaptim","Vac Devi","Atmastuti",1,"Tristubh"," अहं रुद्रेभिर्वसुभिश्चरामि । अहमादित्यैरुत विश्वदेवैः । अहं मित्रावरुणोभा बिभर्मि । अहमिन्द्राग्नी अहमश्विनोभा ॥"," ahaṃ rudrebhir vasubhiś carāmi । aham ādityair uta viśvadevaiḥ । ahaṃ mitrāvaruṇobhā bibharmi । aham indrāgnī aham aśvinobhā ॥",1,"रुद्रेभिर्वसुभिश्चरामि","rudrebhirvasubhiścarāmiahamādityairutaviśvadevaiḥ",2,"ररम","bhi","र","र","म","light","udatta","bhi",0,"र",false,"udatta","Liquid","None",0,"b","Labial","None"
10,125,"Vagambrhni Prajaptim","Vac Devi","Atmastuti",1,"Tristubh"," अहं रुद्रेभिर्वसुभिश्चरामि । अहमादित्यैरुत विश्वदेवैः । अहं मित्रावरुणोभा बिभर्मि । अहमिन्द्राग्नी अहमश्विनोभा ॥"," ahaṃ rudrebhir vasubhiś carāmi । aham ādityair uta viśvadevaiḥ । ahaṃ mitrāvaruṇobhā bibharmi । aham indrāgnī aham aśvinobhā ॥",1,"रुद्रेभिर्वसुभिश्चरामि","rudrebhirvasubhiścarāmiahamādityairutaviśvadevaiḥ",2,"ररम","bhi","र","र","म","light","udatta","bhi",1,"र",false,"udatta","Liquid","None",1,"h","Aspirate","None"
10,125,"Vagambrhni Prajaptim","Vac Devi","Atmastuti",1,"Tristubh"," अहं रुद्रेभिर्वसुभिश्चरामि । अहमादित्यैरुत विश्वदेवैः । अहं मित्रावरुणोभा बिभर्मि । अहमिन्द्राग्नी अहमश्विनोभा ॥"," ahaṃ rudrebhir vasubhiś carāmi । aham ādityair uta viśvadevaiḥ । ahaṃ mitrāvaruṇobhā bibharmi । aham indrāgnī aham aśvinobhā ॥",1,"रुद्रेभिर्वसुभिश्चरामि","rudrebhirvasubhiścarāmiahamādityairutaviśvadevaiḥ",2,"ररम","bhi","र","र","म","light","udatta","bhi",2,"म",false,"udatta","Nasal","None",2,"i","Vowel","Short"
10,125,"Vagambrhni Prajaptim","Vac Devi","Atmastuti",1,"Tristubh"," अहं रुद्रेभिर्वसुभिश्चरामि । अहमादित्यैरुत विश्वदेवैः । अहं मित्रावरुणोभा बिभर्मि । अहमिन्द्राग्नी अहमश्विनोभा ॥"," ahaṃ rudrebhir vasubhiś carāmi । aham ādityair uta viśvadevaiḥ । ahaṃ mitrāvaruṇobhā bibharmi । aham indrāgnī aham aśvinobhā ॥",2,"अहमादित्यैरुत","ahaṃ",0,"अह","a","","अ","ह","heavy","udatta","a",0,"अ",false,"udatta","Vowel","Short",0,"a","Vowel","Short"
10,125,"Vagambrhni Prajaptim","Vac Devi","Atmastuti",1,"Tristubh"," अहं रुद्रेभिर्वसुभिश्चरामि । अहमादित्यैरुत विश्वदेवैः । अहं मित्रावरुणोभा बिभर्मि । अहमिन्द्राग्नी अहमश्विनोभा ॥"," ahaṃ rudrebhir vasubhiś carāmi । aham ādityair uta viśvadevaiḥ । ahaṃ mitrāvaruṇobhā bibharmi । aham indrāgnī aham aśvinobhā ॥",2,"अहमादित्यैरुत","ahaṃ",0,"अह","a","","अ","ह","heavy","udatta","a",1,"ह",false,"udatta","Aspirate","None",,"","",""
10,125,"Vagambrhni Prajaptim","Vac Devi","Atmastuti",1,"Tristubh"," अहं रुद्रेभिर्वसुभिश्चरामि । अहमादित्यैरुत विश्वदेवैः । अहं मित्रावरुणोभा बिभर्मि । अहमिन्द्राग्नी अहमश्विनोभा ॥"," ahaṃ rudrebhir vasubhiś carāmi । aham ādityair uta viśvadevaiḥ । ahaṃ mitrāvaruṇobhā bibharmi । aham indrāgnī aham aśvinobhā ॥",2,"अहमादित्यैरुत","ahaṃ",1,"ममदतयरत","haṃ","म","म","दतयरत","heavy","udatta","haṃ",0,"म",false,"udatta","Nasal","None",0,"h","Aspirate","None"
10,125,"Vagambrhni Prajaptim","Vac Devi","Atmastuti",1,"Tristubh"," अहं रुद्रेभिर्वसुभिश्चरामि । अहमादित्यैरुत विश्वदेवैः । अहं मित्रावरुणोभा बिभर्मि । अहमिन्द्राग्नी अहमश्विनोभा ॥"," ahaṃ rudrebhir vasubhiś carāmi । aham ādityair uta viśvadevaiḥ । ahaṃ mitrāvaruṇobhā bibharmi । aham indrāgnī aham aśvinobhā ॥",2,"अहमादित्यैरुत","ahaṃ",1,"ममदतयरत","haṃ","म","म","दतयरत","heavy","udatta","haṃ",1,"म",false,"udatta","Nasal","None",1,"a","Vowel","Short"
10,125,"Vagambrhni Prajaptim","Vac Devi","Atmastuti",1,"Tristubh"," अहं रुद्रेभिर्वसुभिश्चरामि । अहमादित्यैरुत विश्वदेवैः । अहं मित्रावरुणोभा बिभर्मि । अहमिन्द्राग्नी अहमश्विनोभा ॥"," ahaṃ rudrebhir vasubhiś carāmi । aham ādityair uta viśvadevaiḥ । ahaṃ mitrāvaruṇobhā bibharmi । aham indrāgnī aham aśvinobhā ॥",2,"अहमादित्यैरुत","ahaṃ",1,"ममदतयरत","haṃ","म","म","दतयरत","heavy","udatta","haṃ",2,"द",false,"udatta","Dental","None",2,"ṃ","Nasal","None"
10,125,"Vagambrhni Prajaptim","Vac Devi","Atmastuti",1,"Tristubh"," अहं रुद्रेभिर्वसुभिश्चरामि । अहमादित्यैरुत विश्वदेवैः । अहं मित्रावरुणोभा बिभर्मि । अहमिन्द्राग्नी अहमश्विनोभा ॥"," ahaṃ rudrebhir vasubhiś carāmi । aham ādityair uta viśvadevaiḥ । ahaṃ mitrāvaruṇobhā bibharmi । aham indrāgnī aham aśvinobhā ॥",2,"अहमादित्यैरुत","ahaṃ",1,"ममदतयरत","haṃ","म","म","दतयरत","heavy","udatta","haṃ",3,"त",false,"udatta","Dental","None",,"","",""
10,125,"Vagambrhni Prajaptim","Vac Devi","Atmastuti",1,"Tristubh"," अहं रुद्रेभिर्वसुभिश्चरामि । अहमादित्यैरुत विश्वदेवैः । अहं मित्रावरुणोभा बिभर्मि । अहमिन्द्राग्नी अहमश्विनोभा ॥"," ahaṃ rudrebhir vasubhiś carāmi । aham ādityair uta viśvadevaiḥ । ahaṃ mitrāvaruṇobhā bibharmi । aham indrāgnī aham aśvinobhā ॥",2,"अहमादित्यैरुत","ahaṃ",1,"ममदतयरत","haṃ","म","म","दतयरत","heavy","udatta","haṃ",4,"य",false,"udatta","Semivowel","None",,"","",""
10,125,"Vagambrhni Prajaptim","Vac Devi","Atmastuti",1,"Tristubh"," अहं रुद्रेभिर्वसुभिश्चरामि । अहमादित्यैरुत विश्वदेवैः । अहं मित्रावरुणोभा बिभर्मि । अहमिन्द्राग्नी अहमश्विनोभा ॥"," ahaṃ rudrebhir vasubhiś carāmi । aham ādityair uta viśvadevaiḥ । ahaṃ mitrāvaruṇobhā bibharmi । aham indrāgnī aham aśvinobhā ॥",2,"अहमादित्यैरुत","ahaṃ",1,"ममदतयरत","haṃ","म","म","दतयरत","heavy","udatta","haṃ",5,"र",false,"udatta","Liquid","None",,"","",""
10,125,"Vagambrhni Prajaptim","Vac Devi","Atmastuti",1,"Tristubh"," अहं रुद्रेभिर्वसुभिश्चरामि । अहमादित्यैरुत विश्वदेवैः । अहं मित्रावरुणोभा बिभर्मि । अहमिन्द्राग्नी अहमश्विनोभा ॥"," ahaṃ rudrebhir vasubhiś carāmi । aham ādityair uta viśvadevaiḥ । ahaṃ mitrāvaruṇobhā bibharmi । aham indrāgnī aham aśvinobhā ॥",2,"अहमादित्यैरुत","ahaṃ",1,"ममदतयरत","haṃ","म","म","दतयरत","heavy","udatta","haṃ",6,"त",false,"udatta","Dental","None",,"","",""
10,125,"Vagambrhni Prajaptim","Vac Devi","Atmastuti",1,"Tristubh"," अहं रुद्रेभिर्वसुभिश्चरामि । अहमादित्यैरुत विश्वदेवैः । अहं मित्रावरुणोभा बिभर्मि । अहमिन्द्राग्नी अहमश्विनोभा ॥"," ahaṃ rudrebhir vasubhiś carāmi । aham ādityair uta viśvadevaiḥ । ahaṃ mitrāvaruṇobhā bibharmi । aham indrāgnī aham aśvinobhā ॥",3,"विश्वदेवैः","mitrāvaruṇobhā",0,"ववशव","mi","व","व","शव","heavy","udatta","mi",0,"व",false,"udatta","Semivowel","None",0,"m","Nasal","None"
10,125,"Vagambrhni Prajaptim","Vac Devi","Atmastuti",1,"Tristubh"," अहं रुद्रेभिर्वसुभिश्चरामि । अहमादित्यैरुत विश्वदेवैः । अहं मित्रावरुणोभा बिभर्मि । अहमिन्द्राग्नी अहमश्विनोभा ॥"," ahaṃ rudrebhir vasubhiś carāmi । aham ādityair uta viśvadevaiḥ । ahaṃ mitrāvaruṇobhā bibharmi । aham indrāgnī aham aśvinobhā ॥",3,"विश्वदेवैः","mitrāvaruṇobhā",0,"ववशव","mi","व","व","शव","heavy","udatta","mi",1,"व",false,"udatta","Semivowel","None",1,"i","Vowel","Short"
10,125,"Vagambrhni Prajaptim","Vac Devi","Atmastuti",1,"Tristubh"," अहं रुद्रेभिर्वसुभिश्चरामि । अहमादित्यैरुत विश्वदेवैः । अहं मित्रावरुणोभा बिभर्मि । अहमिन्द्राग्नी अहमश्विनोभा ॥"," ahaṃ rudrebhir vasubhiś carāmi । aham ādityair uta viśvadevaiḥ । ahaṃ mitrāvaruṇobhā bibharmi । aham indrāgnī aham aśvinobhā ॥",3,"विश्वदेवैः","mitrāvaruṇobhā",0,"ववशव","mi","व","व","शव","heavy","udatta","mi",2,"श",false,"udatta","Sibilant","None",,"","",""
10,125,"Vagambrhni Prajaptim","Vac Devi","Atmastuti",1,"Tristubh"," अहं रुद्रेभिर्वसुभिश्चरामि । अहमादित्यैरुत विश्वदेवैः । अहं मित्रावरुणोभा बिभर्मि । अहमिन्द्राग्नी अहमश्विनोभा ॥"," ahaṃ rudrebhir vasubhiś carāmi । aham ādityair uta viśvadevaiḥ । ahaṃ mitrāvaruṇobhā bibharmi । aham indrāgnī aham aśvinobhā ॥",3,"विश्वदेवैः","mitrāvaruṇobhā",0,"ववशव","mi","व","व","शव","heavy","udatta","mi",3,"व",false,"udatta","Semivowel","None",,"","",""
10,125,"Vagambrhni Prajaptim","Vac Devi","Atmastuti",1,"Tristubh"," अहं रुद्रेभिर्वसुभिश्चरामि । अहमादित्यैरुत विश्वदेवैः । अहं मित्रावरुणोभा बिभर्मि । अहमिन्द्राग्नी अहमश्विनोभा ॥"," ahaṃ rudrebhir vasubhiś carāmi । aham ādityair uta viśvadevaiḥ । ahaṃ mitrāvaruṇobhā bibharmi । aham indrāgnī aham aśvinobhā ॥",3,"विश्वदेवैः","mitrāvaruṇobhā",1,"ददवः","trā","द","द","वः","heavy","udatta","trā",0,"द",false,"udatta","Dental","None",0,"t","Dental","None"
10,125,"Vagambrhni Prajaptim","Vac Devi","Atmastuti",1,"Tristubh"," अहं रुद्रेभिर्वसुभिश्चरामि । अहमादित्यैरुत विश्वदेवैः । अहं मित्रावरुणोभा बिभर्मि । अहमिन्द्राग्नी अहमश्विनोभा ॥"," ahaṃ rudrebhir vasubhiś carāmi । aham ādityair uta viśvadevaiḥ । ahaṃ mitrāvaruṇobhā bibharmi । aham indrāgnī aham aśvinobhā ॥",3,"विश्वदेवैः","mitrāvaruṇobhā",1,"ददवः","trā","द","द","वः","heavy","udatta","trā",1,"द",false,"udatta","Dental","None",1,"r","Liquid","None"
10,125,"Vagambrhni Prajaptim","Vac Devi","Atmastuti",1,"Tristubh"," अहं रुद्रेभिर्वसुभिश्चरामि । अहमादित्यैरुत विश्वदेवैः । अहं मित्रावरुणोभा बिभर्मि । अहमिन्द्राग्नी अहमश्विनोभा ॥"," ahaṃ rudrebhir vasubhiś carāmi । aham ādityair uta viśvadevaiḥ । ahaṃ mitrāvaruṇobhā bibharmi । aham indrāgnī aham aśvinobhā ॥",3,"विश्वदेवैः","mitrāvaruṇobhā",1,"ददवः","trā","द","द","वः","heavy","udatta","trā",2,"व",false,"udatta","Semivowel","None",2,"ā","Vowel","Long"
10,125,"Vagambrhni Prajaptim","Vac Devi","Atmastuti",1,"Tristubh"," अहं रुद्रेभिर्वसुभिश्चरामि । अहमादित्यैरुत विश्वदेवैः । अहं मित्रावरुणोभा बिभर्मि । अहमिन्द्राग्नी अहमश्विनोभा ॥"," ahaṃ rudrebhir vasubhiś carāmi । aham ādityair uta viśvadevaiḥ । ahaṃ mitrāvaruṇobhā bibharmi । aham indrāgnī aham aśvinobhā ॥",3,"विश्वदेवैः","mitrāvaruṇobhā",1,"ददवः","trā","द","द","वः","heavy","udatta","trā",3,"ः",false,"udatta","Aspirate","None",,"","",""
10,125,"Vagambrhni Prajaptim","Vac Devi","Atmastuti",1,"Tristubh"," अहं रुद्रेभिर्वसुभिश्चरामि । अहमादित्यैरुत विश्वदेवैः । अहं मित्रावरुणोभा बिभर्मि । अहमिन्द्राग्नी अहमश्विनोभा ॥"," ahaṃ rudrebhir vasubhiś carāmi । aham ādityair uta viśvadevaiḥ । ahaṃ mitrāvaruṇobhā bibharmi । aham indrāgnī aham aśvinobhā ॥",4,"अहं","bibharmi",0,"अह","bi","","अ","ह","heavy","udatta","bi",0,"अ",false,"udatta","Vowel","Short",0,"b","Labial","None"
10,125,"Vagambrhni Prajaptim","Vac Devi","Atmastuti",1,"Tristubh"," अहं रुद्रेभिर्वसुभिश्चरामि । अहमादित्यैरुत विश्वदेवैः । अहं मित्रावरुणोभा बिभर्मि । अहमिन्द्राग्नी अहमश्विनोभा ॥"," ahaṃ rudrebhir vasubhiś carāmi । aham ādityair uta viśvadevaiḥ । ahaṃ mitrāvaruṇobhā bibharmi । aham indrāgnī aham aśvinobhā ॥",4,"अहं","bibharmi",0,"अह","bi","","अ","ह","heavy","udatta","bi",1,"ह",false,"udatta","Aspirate","None",1,"i","Vowel","Short"
10,125,"Vagambrhni Prajaptim","Vac Devi","Atmastuti",1,"Tristubh"," अहं रुद्रेभिर्वसुभिश्चरामि । अहमादित्यैरुत विश्वदेवैः । अहं मित्रावरुणोभा बिभर्मि । अहमिन्द्राग्नी अहमश्विनोभा ॥"," ahaṃ rudrebhir vasubhiś carāmi । aham ādityair uta viśvadevaiḥ । ahaṃ mitrāvaruṇobhā bibharmi । aham indrāgnī aham aśvinobhā ॥",5,"मित्रावरुणोभा","aham",0,"ममतरव","a","म","म","तरव","heavy","udatta","a",0,"म",false,"udatta","Nasal","None",0,"a","Vowel","Short"
10,125,"Vagambrhni Prajaptim","Vac Devi","Atmastuti",1,"Tristubh"," अहं रुद्रेभिर्वसुभिश्चरामि । अहमादित्यैरुत विश्वदेवैः । अहं मित्रावरुणोभा बिभर्मि । अहमिन्द्राग्नी अहमश्विनोभा ॥"," ahaṃ rudrebhir vasubhiś carāmi । aham ādityair uta viśvadevaiḥ । ahaṃ mitrāvaruṇobhā bibharmi । aham indrāgnī aham aśvinobhā ॥",5,"मित्रावरुणोभा","aham",0,"ममतरव","a","म","म","तरव","heavy","udatta","a",1,"म",false,"udatta","Nasal","None",,"","",""
10,125,"Vagambrhni Prajaptim","Vac Devi","Atmastuti",1,"Tristubh"," अहं रुद्रेभिर्वसुभिश्चरामि । अहमादित्यैरुत विश्वदेवैः । अहं मित्रावरुणोभा बिभर्मि । अहमिन्द्राग्नी अहमश्विनोभा ॥"," ahaṃ rudrebhir vasubhiś carāmi । aham ādityair uta viśvadevaiḥ । ahaṃ mitrāvaruṇobhā bibharmi । aham indrāgnī aham aśvinobhā ॥",5,"मित्रावरुणोभा","aham",0,"ममतरव","a","म","म","तरव","heavy","udatta","a",2,"त",false,"udatta","Dental","None",,"","",""
10,125,"Vagambrhni Prajaptim","Vac Devi","Atmastuti",1,"Tristubh"," अहं रुद्रेभिर्वसुभिश्चरामि । अहमादित्यैरुत विश्वदेवैः । अहं मित्रावरुणोभा बिभर्मि । अहमिन्द्राग्नी अहमश्विनोभा ॥"," ahaṃ rudrebhir vasubhiś carāmi । aham ādityair uta viśvadevaiḥ । ahaṃ mitrāvaruṇobhā bibharmi । aham indrāgnī aham aśvinobhā ॥",5,"मित्रावरुणोभा","aham",0,"ममतरव","a","म","म","तरव","heavy","udatta","a",3,"र",false,"udatta","Liquid","None",,"","",""
10,125,"Vagambrhni Prajaptim","Vac Devi","Atmastuti",1,"Tristubh"," अहं रुद्रेभिर्वसुभिश्चरामि । अहमादित्यैरुत विश्वदेवैः । अहं मित्रावरुणोभा बिभर्मि । अहमिन्द्राग्नी अहमश्विनोभा ॥"," ahaṃ rudrebhir vasubhiś carāmi । aham ādityair uta viśvadevaiḥ । ahaṃ mitrāvaruṇobhā bibharmi । aham indrāgnī aham aśvinobhā ॥",5,"मित्रावरुणोभा","aham",0,"ममतरव","a","म","म","तरव","heavy","udatta","a",4,"व",false,"udatta","Semivowel","None",,"","",""
