Mandala,Sukta,Rishis,Devatas,Categories,Verse,Meter,Verse_DEV,Verse_IAST,Word_Index,Word_DEV,Word_IAST,Syllable_Index,Syllable_DEV,Syllable_IAST,Syllable_Onset,Syllable_Nucleus,Syllable_Coda,Syllable_Weight,Syllable_Swaras,Syllable_IAST_Letters,Letter_Index,Letter_Value,Letter_HasSwara,Letter_SwaraType,Letter_PhonemeClass,Letter_VowelLength,Letter_IAST_Index,Letter_IAST_Value,Letter_IAST_PhonemeClass,Letter_IAST_VowelLength
0,0,"","","",1,"Gayatri"," अग्निमीळे पुरोहितं यज्ञस्य देवं रत्वीजम | होतारं रत्नधातमम ||","agnim īḻe purohitaṃ yajñasya devaṃ ratvījama | hotāraṃ ratnadhātamama ||",6,"रत्नधातमम","ratnadhātamama",0,"ररतन","ra","र","र","तन","heavy","udatta","ra",1,"र",false,"udatta","Liquid","None",1,"a","Vowel","Short"
0,0,"","","",1,"Gayatri"," अग्निमीळे पुरोहितं यज्ञस्य देवं रत्वीजम | होतारं रत्नधातमम ||","agnim īḻe purohitaṃ yajñasya devaṃ ratvījama | hotāraṃ ratnadhātamama ||",6,"रत्नधातमम","ratnadhātamama",0,"ररतन","ra","र","र","तन","heavy","udatta","ra",2,"त",false,"udatta","Dental","None",,"","",""
0,0,"","","",1,"Gayatri"," अग्निमीळे पुरोहितं यज्ञस्य देवं रत्वीजम | होतारं रत्नधातमम ||","agnim īḻe purohitaṃ yajñasya devaṃ ratvījama | hotāraṃ ratnadhātamama ||",6,"रत्नधातमम","ratnadhātamama",0,"ररतन","ra","र","र","तन","heavy","udatta","ra",3,"न",false,"udatta","Nasal","None",,"","",""
0,0,"","","",1,"Gayatri"," अग्निमीळे पुरोहितं यज्ञस्य देवं रत्वीजम | होतारं रत्नधातमम ||","agnim īḻe purohitaṃ yajñasya devaṃ ratvījama | hotāraṃ ratnadhātamama ||",6,"रत्नधातमम","ratnadhātamama",1,"धधत","tna","ध","ध","त","heavy","udatta","tna",0,"ध",false,"udatta","Dental","None",0,"t","Dental","None"
0,0,"","","",1,"Gayatri"," अग्निमीळे पुरोहितं यज्ञस्य देवं रत्वीजम | होतारं रत्नधातमम ||","agnim īḻe purohitaṃ yajñasya devaṃ ratvījama | hotāraṃ ratnadhātamama ||",6,"रत्नधातमम","ratnadhātamama",1,"धधत","tna","ध","ध","त","heavy","udatta","tna",1,"ध",false,"udatta","Dental","None",1,"n","Nasal","None"
0,0,"","","",1,"Gayatri"," अग्निमीळे पुरोहितं यज्ञस्य देवं रत्वीजम | होतारं रत्नधातमम ||","agnim īḻe purohitaṃ yajñasya devaṃ ratvījama | hotāraṃ ratnadhātamama ||",6,"रत्नधातमम","ratnadhātamama",1,"धधत","tna","ध","ध","त","heavy","udatta","tna",2,"त",false,"udatta","Dental","None",2,"a","Vowel","Short"
0,0,"","","",1,"Gayatri"," अग्निमीळे पुरोहितं यज्ञस्य देवं रत्वीजम | होतारं रत्नधातमम ||","agnim īḻe purohitaṃ yajñasya devaṃ ratvījama | hotāraṃ ratnadhātamama ||",6,"रत्नधातमम","ratnadhātamama",2,"ममम","dhā","म","म","म","heavy","udatta","dhā",0,"म",false,"udatta","Nasal","None",0,"d","Dental","None"
0,0,"","","",1,"Gayatri"," अग्निमीळे पुरोहितं यज्ञस्य देवं रत्वीजम | होतारं रत्नधातमम ||","agnim īḻe purohitaṃ yajñasya devaṃ ratvījama | hotāraṃ ratnadhātamama ||",6,"रत्नधातमम","ratnadhātamama",2,"ममम","dhā","म","म","म","heavy","udatta","dhā",1,"म",false,"udatta","Nasal","None",1,"h","Aspirate","None"
0,0,"","","",1,"Gayatri"," अग्निमीळे पुरोहितं यज्ञस्य देवं रत्वीजम | होतारं रत्नधातमम ||","agnim īḻe purohitaṃ yajñasya devaṃ ratvījama | hotāraṃ ratnadhātamama ||",6,"रत्नधातमम","ratnadhātamama",2,"ममम","dhā","म","म","म","heavy","udatta","dhā",2,"म",false,"udatta","Nasal","None",2,"ā","Vowel","Long"
0,0,"","","",2,"No Meter Detected"," अग्निः पूर्वेभिर्र्षिभिरीड्यो नूतनैरुत | स देवानेह वक्षति ||"," aghniḥ pūrvebhirṛṣibhirīḍyo nūtanairuta | sa devāneha vakṣati ||",0,"अग्निः","aghniḥ",0,"अगनः","a","","अ","गनः","heavy","udatta","a",0,"अ",false,"udatta","Vowel","Short",0,"a","Vowel","Short"
0,0,"","","",2,"No Meter Detected"," अग्निः पूर्वेभिर्र्षिभिरीड्यो नूतनैरुत | स देवानेह वक्षति ||"," aghniḥ pūrvebhirṛṣibhirīḍyo nūtanairuta | sa devāneha vakṣati ||",0,"अग्निः","aghniḥ",0,"अगनः","a","","अ","गनः","heavy","udatta","a",1,"ग",false,"udatta","Velar","None",,"","",""
0,0,"","","",2,"No Meter Detected"," अग्निः पूर्वेभिर्र्षिभिरीड्यो नूतनैरुत | स देवानेह वक्षति ||"," aghniḥ pūrvebhirṛṣibhirīḍyo nūtanairuta | sa devāneha vakṣati ||",0,"अग्निः","aghniḥ",0,"अगनः","a","","अ","गनः","heavy","udatta","a",2,"न",false,"udatta","Nasal","None",,"","",""
0,0,"","","",2,"No Meter Detected"," अग्निः पूर्वेभिर्र्षिभिरीड्यो नूतनैरुत | स देवानेह वक्षति ||"," aghniḥ pūrvebhirṛṣibhirīḍyo nūtanairuta | sa devāneha vakṣati ||",0,"अग्निः","aghniḥ",0,"अगनः","a","","अ","गनः","heavy","udatta","a",3,"ः",false,"udatta","Aspirate","None",,"","",""
0,0,"","","",2,"No Meter Detected"," अग्निः पूर्वेभिर्र्षिभिरीड्यो नूतनैरुत | स देवानेह वक्षति ||"," aghniḥ pūrvebhirṛṣibhirīḍyo nūtanairuta | sa devāneha vakṣati ||",1,"पूर्वेभिर्र्षिभिरीड्यो","pūrvebhirṛṣibhirīḍyo",0,"पपरवभररषभरडय","pū","प","प","रवभररषभरडय","heavy","udatta","pū",0,"प",false,"udatta","Labial","None",0,"p","Labial","None"
0,0,"","","",2,"No Meter Detected"," अग्निः पूर्वेभिर्र्षिभिरीड्यो नूतनैरुत | स देवानेह वक्षति ||"," aghniḥ pūrvebhirṛṣibhirīḍyo nūtanairuta | sa devāneha vakṣati ||",1,"पूर्वेभिर्र्षिभिरीड्यो","pūrvebhirṛṣibhirīḍyo",0,"पपरवभररषभरडय","pū","प","प","रवभररषभरडय","heavy","udatta","pū",1,"प",false,"udatta","Labial","None",1,"ū","Vowel","Long"
0,0,"","","",2,"No Meter Detected"," अग्निः पूर्वेभिर्र्षिभिरीड्यो नूतनैरुत | स देवानेह वक्षति ||"," aghniḥ pūrvebhirṛṣibhirīḍyo nūtanairuta | sa devāneha vakṣati ||",1,"पूर्वेभिर्र्षिभिरीड्यो","pūrvebhirṛṣibhirīḍyo",0,"पपरवभररषभरडय","pū","प","प","रवभररषभरडय","heavy","udatta","pū",2,"र",false,"udatta","Liquid","None",,"","",""
0,0,"","","",2,"No Meter Detected"," अग्निः पूर्वेभिर्र्षिभिरीड्यो नूतनैरुत | स देवानेह वक्षति ||"," aghniḥ pūrvebhirṛṣibhirīḍyo nūtanairuta | sa devāneha vakṣati ||",1,"पूर्वेभिर्र्षिभिरीड्यो","pūrvebhirṛṣibhirīḍyo",0,"पपरवभररषभरडय","pū","प","प","रवभररषभरडय","heavy","udatta","pū",3,"व",false,"udatta","Semivowel","None",,"","",""
0,0,"","","",2,"No Meter Detected"," अग्निः पूर्वेभिर्र्षिभिरीड्यो नूतनैरुत | स देवानेह वक्षति ||"," aghniḥ pūrvebhirṛṣibhirīḍyo nūtanairuta | sa devāneha vakṣati ||",1,"पूर्वेभिर्र्षिभिरीड्यो","pūrvebhirṛṣibhirīḍyo",0,"पपरवभररषभरडय","pū","प","प","रवभररषभरडय","heavy","udatta","pū",4,"भ",false,"udatta","Labial","None",,"","",""
0,0,"","","",2,"No Meter Detected"," अग्निः पूर्वेभिर्र्षिभिरीड्यो नूतनैरुत | स देवानेह वक्षति ||"," aghniḥ pūrvebhirṛṣibhirīḍyo nūtanairuta | sa devāneha vakṣati ||",1,"पूर्वेभिर्र्षिभिरीड्यो","pūrvebhirṛṣibhirīḍyo",0,"पपरवभररषभरडय","pū","प","प","रवभररषभरडय","heavy","udatta","pū",5,"र",false,"udatta","Liquid","None",,"","",""
0,0,"","","",2,"No Meter Detected"," अग्निः पूर्वेभिर्र्षिभिरीड्यो नूतनैरुत | स देवानेह वक्षति ||"," aghniḥ pūrvebhirṛṣibhirīḍyo nūtanairuta | sa devāneha vakṣati ||",1,"पूर्वेभिर्र्षिभिरीड्यो","pūrvebhirṛṣibhirīḍyo",0,"पपरवभररषभरडय","pū","प","प","रवभररषभरडय","heavy","udatta","pū",6,"र",false,"udatta","Liquid","None",,"","",""
0,0,"","","",2,"No Meter Detected"," अग्निः पूर्वेभिर्र्षिभिरीड्यो नूतनैरुत | स देवानेह वक्षति ||"," aghniḥ pūrvebhirṛṣibhirīḍyo nūtanairuta | sa devāneha vakṣati ||",1,"पूर्वेभिर्र्षिभिरीड्यो","pūrvebhirṛṣibhirīḍyo",0,"पपरवभररषभरडय","pū","प","प","रवभररषभरडय","heavy","udatta","pū",7,"ष",false,"udatta","Sibilant","None",,"","",""
0,0,"","","",2,"No Meter Detected"," अग्निः पूर्वेभिर्र्षिभिरीड्यो नूतनैरुत | स देवानेह वक्षति ||"," aghniḥ pūrvebhirṛṣibhirīḍyo nūtanairuta | sa devāneha vakṣati ||",1,"पूर्वेभिर्र्षिभिरीड्यो","pūrvebhirṛṣibhirīḍyo",0,"पपरवभररषभरडय","pū","प","प","रवभररषभरडय","heavy","udatta","pū",8,"भ",false,"udatta","Labial","None",,"","",""
0,0,"","","",2,"No Meter Detected"," अग्निः पूर्वेभिर्र्षिभिरीड्यो नूतनैरुत | स देवानेह वक्षति ||"," aghniḥ pūrvebhirṛṣibhirīḍyo nūtanairuta | sa devāneha vakṣati ||",1,"पूर्वेभिर्र्षिभिरीड्यो","pūrvebhirṛṣibhirīḍyo",0,"पपरवभररषभरडय","pū","प","प","रवभररषभरडय","heavy","udatta","pū",9,"र",false,"udatta","Liquid","None",,"","",""
0,0,"","","",2,"No Meter Detected"," अग्निः पूर्वेभिर्र्षिभिरीड्यो नूतनैरुत | स देवानेह वक्षति ||"," aghniḥ pūrvebhirṛṣibhirīḍyo nūtanairuta | sa devāneha vakṣati ||",1,"पूर्वेभिर्र्षिभिरीड्यो","pūrvebhirṛṣibhirīḍyo",0,"पपरवभररषभरडय","pū","प","प","रवभररषभरडय","heavy","udatta","pū",10,"ड",false,"udatta","Retroflex","None",,"","",""
0,0,"","","",2,"No Meter Detected"," अग्निः पूर्वेभिर्र्षिभिरीड्यो नूतनैरुत | स देवानेह वक्षति ||"," aghniḥ pūrvebhirṛṣibhirīḍyo nūtanairuta | sa devāneha vakṣati ||",1,"पूर्वेभिर्र्षिभिरीड्यो","pūrvebhirṛṣibhirīḍyo",0,"पपरवभररषभरडय","pū","प","प","रवभररषभरडय","heavy","udatta","pū",11,"य",false,"udatta","Semivowel","None",,"","",""
0,0,"","","",2,"No Meter Detected"," अग्निः पूर्वेभिर्र्षिभिरीड्यो नूतनैरुत | स देवानेह वक्षति ||"," aghniḥ pūrvebhirṛṣibhirīḍyo nūtanairuta | sa devāneha vakṣati ||",2,"नूतनैरुत","nūtanairuta",0,"ननत","nū","न","न","त","heavy","udatta","nū",0,"न",false,"udatta","Nasal","None",0,"n","Nasal","None"
0,0,"","","",2,"No Meter Detected"," अग्निः पूर्वेभिर्र्षिभिरीड्यो नूतनैरुत | स देवानेह वक्षति ||"," aghniḥ pūrvebhirṛṣibhirīḍyo nūtanairuta | sa devāneha vakṣati ||",2,"नूतनैरुत","nūtanairuta",0,"ननत","nū","न","न","त","heavy","udatta","nū",1,"न",false,"udatta","Nasal","None",1,"ū","Vowel","Long"
0,0,"","","",2,"No Meter Detected"," अग्निः पूर्वेभिर्र्षिभिरीड्यो नूतनैरुत | स देवानेह वक्षति ||"," aghniḥ pūrvebhirṛṣibhirīḍyo nūtanairuta | sa devāneha vakṣati ||",2,"नूतनैरुत","nūtanairuta",0,"ननत","nū","न","न","त","heavy","udatta","nū",2,"त",false,"udatta","Dental","None",,"","",""
0,0,"","","",2,"No Meter Detected"," अग्निः पूर्वेभिर्र्षिभिरीड्यो नूतनैरुत | स देवानेह वक्षति ||"," aghniḥ pūrvebhirṛṣibhirīḍyo nūtanairuta | sa devāneha vakṣati ||",2,"नूतनैरुत","nūtanairuta",1,"ननरत","ta","न","न","रत","heavy","udatta","ta",0,"न",false,"udatta","Nasal","None",0,"t","Dental","None"
0,0,"","","",2,"No Meter Detected"," अग्निः पूर्वेभिर्र्षिभिरीड्यो नूतनैरुत | स देवानेह वक्षति ||"," aghniḥ pūrvebhirṛṣibhirīḍyo nūtanairuta | sa devāneha vakṣati ||",2,"नूतनैरुत","nūtanairuta",1,"ननरत","ta","न","न","रत","heavy","udatta","ta",1,"न",false,"udatta","Nasal","None",1,"a","Vowel","Short"
0,0,"","","",2,"No Meter Detected"," अग्निः पूर्वेभिर्र्षिभिरीड्यो नूतनैरुत | स देवानेह वक्षति ||"," aghniḥ pūrvebhirṛṣibhirīḍyo nūtanairuta | sa devāneha vakṣati ||",2,"नूतनैरुत","nūtanairuta",1,"ननरत","ta","न","न","रत","heavy","udatta","ta",2,"र",false,"udatta","Liquid","None",,"","",""
0,0,"","","",2,"No Meter Detected"," अग्निः पूर्वेभिर्र्षिभिरीड्यो नूतनैरुत | स देवानेह वक्षति ||"," aghniḥ pūrvebhirṛṣibhirīḍyo nūtanairuta | sa devāneha vakṣati ||",2,"नूतनैरुत","nūtanairuta",1,"ननरत","ta","न","न","रत","heavy","udatta","ta",3,"त",false,"udatta","Dental","None",,"","",""
0,0,"","","",2,"No Meter Detected"," अग्निः पूर्वेभिर्र्षिभिरीड्यो नूतनैरुत | स देवानेह वक्षति ||"," aghniḥ pūrvebhirṛṣibhirīḍyo nūtanairuta | sa devāneha vakṣati ||",3,"स","sa",0,"सस","sa","स","स","","light","udatta","sa",0,"स",false,"udatta","Sibilant","None",0,"s","Sibilant","None"
0,0,"","","",2,"No Meter Detected"," अग्निः पूर्वेभिर्र्षिभिरीड्यो नूतनैरुत | स देवानेह वक्षति ||"," aghniḥ pūrvebhirṛṣibhirīḍyo nūtanairuta | sa devāneha vakṣati ||",3,"स","sa",0,"सस","sa","स","स","","light","udatta","sa",1,"स",false,"udatta","Sibilant","None",1,"a","Vowel","Short"
